X,Y
-1.9003671286564703,3.0049994350546143
-1.599337132992489,3.075563222955037
-1.4232458739368077,2.9641633199271187
-1.2983071373285078,2.928266510246013
-1.2013971243204515,2.81803837535459
-1.1222158782728267,2.740659212229432
-1.0552690886422134,2.66830104233277
-0.9972771416645266,2.717842685007553
-0.9461246192171454,2.638471893022891
-0.9003671286564703,2.5038481985339804
-0.8589744434982453,2.453074440061968
-0.8211858826088454,2.382684419192856
-0.7864237763496335,2.3161677490240056
-0.7542390929782322,2.2562059285713683
-0.724275869600789,2.217308894772528
-0.6962471460005455,2.2165738065141527
-0.6699182072781964,2.193479258416644
-0.6450946235531642,2.1830280058164524
-0.6216135277036413,2.234294341536655
-0.599337132992489,2.271464817645555
-0.578147833922551,2.2721980372049617
-0.5579444478342641,2.2651306418175983
-0.5386392926388774,2.2212656481165856
-0.5201558869448641,2.1957193748967443
-0.5024271199844326,2.1990662934724052
