X,Y
-1.9003671286564703,3.508782159554199
-1.599337132992489,3.4427675526367927
-1.4232458739368077,3.1848823459765536
-1.2983071373285078,2.9943708515133265
-1.2013971243204515,2.966830881783833
-1.1222158782728267,2.9077519091800386
-1.0552690886422134,2.8308091363978294
-0.9972771416645266,2.7053437155796938
-0.9461246192171454,2.597220882202696
-0.9003671286564703,2.486912590157975
-0.8589744434982453,2.4647453873895
-0.8211858826088454,2.4528050861632633
-0.7864237763496335,2.4703960220744823
-0.7542390929782322,2.4528177677466982
-0.724275869600789,2.468743012207085
-0.6962471460005455,2.52645705720562
-0.6699182072781964,2.69333684902871
-0.6450946235531642,2.761210999281252
-0.6216135277036413,2.6852589892515426
-0.599337132992489,2.6560411261151122
-0.578147833922551,2.526920898630865
-0.5579444478342641,2.426389189187583
-0.5386392926388774,2.3657205240596784
-0.5201558869448641,2.327434264779469
-0.5024271199844326,2.323805761334102
