X,Y
-1.9003671286564703,3.364591572828489
-1.599337132992489,3.308059010560958
-1.4232458739368077,3.1257992035542017
-1.2983071373285078,3.0461477833037223
-1.2013971243204515,2.9787349921668342
-1.1222158782728267,2.9334607217589235
-1.0552690886422134,2.8884510039559643
-0.9972771416645266,2.905700618108032
-0.9461246192171454,2.8751312633414003
-0.9003671286564703,2.865856290713632
-0.8589744434982453,2.812410156755621
-0.8211858826088454,2.738427111808712
-0.7864237763496335,2.6506015728726453
-0.7542390929782322,2.570581659963
-0.724275869600789,2.554860987452711
-0.6962471460005455,2.552111645038154
-0.6699182072781964,2.5154505447303626
-0.6450946235531642,2.523045354108437
-0.6216135277036413,2.531242306134748
-0.599337132992489,2.511165102957612
-0.578147833922551,2.5641447356305167
-0.5579444478342641,2.567397374007126
-0.5386392926388774,2.585629181528327
-0.5201558869448641,2.5705320425423697
-0.5024271199844326,2.5216075208294937
