X,Y
-1.9003671286564703,3.282077165711108
-1.599337132992489,3.208320167695346
-1.4232458739368077,2.9584484414042547
-1.2983071373285078,2.8302904357396264
-1.2013971243204515,2.72248157462313
-1.1222158782728267,2.594584365556358
-1.0552690886422134,2.5134737024418845
-0.9972771416645266,2.438366842855825
-0.9461246192171454,2.3127059255367373
-0.9003671286564703,2.255028863323416
-0.8589744434982453,2.233146302201496
-0.8211858826088454,2.2357729750608883
-0.7864237763496335,2.244423867371368
-0.7542390929782322,2.242505448488775
-0.724275869600789,2.239399604057021
-0.6962471460005455,2.2535834031186472
-0.6699182072781964,2.29626822510284
-0.6450946235531642,2.382432240684214
-0.6216135277036413,2.4303839787727712
-0.599337132992489,2.3284703061246086
-0.578147833922551,2.301655079134114
-0.5579444478342641,2.2663163661431334
-0.5386392926388774,2.211242048470145
-0.5201558869448641,2.1962345571019917
-0.5024271199844326,2.197973297310471
