X,Y
-1.9003671286564703,3.0049994350546143
-1.599337132992489,3.075563222955037
-1.4232458739368077,2.9641633199271187
-1.2983071373285078,2.928266510246013
-1.2013971243204515,2.81803837535459
-1.1222158782728267,2.740659212229432
-1.0552690886422134,2.66830104233277
-0.9972771416645266,2.717842685007553
