X,Y
-1.9003671286564703,3.393678748030195
-1.599337132992489,3.364765542379252
-1.4232458739368077,3.1846938363626074
-1.2983071373285078,3.066093037144969
-1.2013971243204515,3.014560037558377
-1.1222158782728267,3.0648465173503125
-1.0552690886422134,2.959551495703243
-0.9972771416645266,2.8568135613372347
-0.9461246192171454,2.681217066725025
-0.9003671286564703,2.5670916527587786
-0.8589744434982453,2.5128221443593097
-0.8211858826088454,2.5478548779637684
-0.7864237763496335,2.7548764039733076
-0.7542390929782322,2.7679595503838166
-0.724275869600789,2.6236920762057347
-0.6962471460005455,2.4430821664150173
-0.6699182072781964,2.3258839317767794
-0.6450946235531642,2.2521294496701443
-0.6216135277036413,2.2159984311460774
-0.599337132992489,2.2191664716890376
-0.578147833922551,2.2181088246673384
-0.5579444478342641,2.2042129059100133
-0.5386392926388774,2.216823773998384
-0.5201558869448641,2.2445136092448204
-0.5024271199844326,2.257492879892915
