X,Y
-1.9003671286564703,3.24014397907615
-1.599337132992489,3.2561704893795445
-1.4232458739368077,3.1630133788943655
-1.2983071373285078,2.9987361426180956
-1.2013971243204515,2.8969219336991054
-1.1222158782728267,2.886315324403111
-1.0552690886422134,2.7804473483552847
-0.9972771416645266,2.709611686431159
-0.9461246192171454,2.587053440149837
-0.9003671286564703,2.469002856955637
-0.8589744434982453,2.3947368938084277
-0.8211858826088454,2.3213938720491902
-0.7864237763496335,2.28700008144187
-0.7542390929782322,2.2622030450593105
-0.724275869600789,2.2321057149663184
-0.6962471460005455,2.239105857909966
-0.6699182072781964,2.2393464263623772
-0.6450946235531642,2.233724096294989
-0.6216135277036413,2.2260094060758804
-0.599337132992489,2.215960023855238
-0.578147833922551,2.2576020743910172
-0.5579444478342641,2.2703232933495556
-0.5386392926388774,2.3371841089252907
-0.5201558869448641,2.4347160632515394
-0.5024271199844326,2.3877331412644693
