Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.624857 , 0.667861 , 0.721777 , 0.729414 , 1071.351469 , 1036.595099 , 1414.569724 , 1210.007884 
