Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.949189 , 0.864060 , 0.950330 , 0.913094 , 1083.663396 , 1017.013867 , 1720.410880 , 1505.795827 
