Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.570087 , 0.625837 , 0.525795 , 0.586391 , 1365.675914 , 1227.625082 , 1358.224761 , 1320.334951 
