Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.608198 , 0.669028 , 0.764839 , 0.739612 , 835.002699 , 923.223166 , 1260.271250 , 1093.603488 
