Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.860719 , 0.788895 , 0.776195 , 0.741996 , 833.832317 , 878.636181 , 1228.986431 , 1227.291780 
