Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.732606 , 0.709277 , 0.788991 , 0.722145 , 1732.949154 , 1493.652414 , 1742.633421 , 1556.117422 
