Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.851514 , 0.706451 , 0.702223 , 0.708723 , 1257.977762 , 1064.300373 , 1252.928889 , 1282.295732 
