Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.845298 , 0.802570 , 0.805649 , 0.810335 , 1880.737520 , 1351.400991 , 1729.837621 , 1463.809109 
