Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.641270 , 0.597173 , 0.643770 , 0.656214 , 1454.028187 , 1181.864001 , 1928.278064 , 1556.148148 
