Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.673083 , 0.643025 , 0.602430 , 0.636329 , 1234.141160 , 1086.098787 , 1121.136630 , 1212.671756 
