Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.724367 , 0.760084 , 0.647460 , 0.720033 , 1590.864768 , 1426.101272 , 2077.109489 , 1693.904543 
