Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.817246 , 0.754404 , 0.947172 , 0.900278 , 1140.997602 , 1018.331396 , 1529.774524 , 1345.457984 
