Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.867916 , 0.746986 , 0.750036 , 0.724370 , 1543.509092 , 1086.641925 , 1611.689060 , 1168.196033 
