Rest_Hurst_blur, Rest_Hurst_blur_VN, Movie_Hurst_blur, Movie_Hurst_blur_VN, Rest_ALFF_blur, Rest_ALFF_blur_VN, Movie_ALFF_blur, Movie_ALFF_blur_VN
0.729208 , 0.709378 , 0.592040 , 0.608192 , 1245.805013 , 1090.886583 , 1279.499020 , 1157.284082 
