X,Y
-1.9003671286564703,3.259856496222249
-1.599337132992489,3.196395799764585
-1.4232458739368077,2.986538995045179
-1.2983071373285078,2.8912573830591595
-1.2013971243204515,2.848184599918167
-1.1222158782728267,2.8159455928256634
-1.0552690886422134,2.746283173620766
-0.9972771416645266,2.6654832630025274
-0.9461246192171454,2.601492760801702
-0.9003671286564703,2.5540892190088225
-0.8589744434982453,2.490162366157262
-0.8211858826088454,2.399654944989272
-0.7864237763496335,2.3090732675082184
-0.7542390929782322,2.2642679555616643
-0.724275869600789,2.2671216104959906
-0.6962471460005455,2.263093007056799
-0.6699182072781964,2.2661155003739317
-0.6450946235531642,2.2715022639131983
-0.6216135277036413,2.328882216830865
-0.599337132992489,2.3982822489102427
-0.578147833922551,2.386154116026196
-0.5579444478342641,2.354901187894974
-0.5386392926388774,2.335880714258787
-0.5201558869448641,2.327240631319282
-0.5024271199844326,2.348706880306771
