X,Y
-1.9003671286564703,3.52811260739352
-1.599337132992489,3.531184397927802
-1.4232458739368077,3.373751618031385
-1.2983071373285078,3.1851782811258524
-1.2013971243204515,3.087325944369495
-1.1222158782728267,3.0299835371948687
-1.0552690886422134,2.9705417760125896
-0.9972771416645266,2.9517913207813606
-0.9461246192171454,2.808878127163576
-0.9003671286564703,2.6848910927187277
-0.8589744434982453,2.6141741208510774
-0.8211858826088454,2.559773411523903
-0.7864237763496335,2.5247767249162587
-0.7542390929782322,2.4672478494873182
-0.724275869600789,2.4241743888049623
-0.6962471460005455,2.3775119285181856
-0.6699182072781964,2.387750557294316
-0.6450946235531642,2.4198257628796145
-0.6216135277036413,2.4210342294497997
-0.599337132992489,2.409096921208289
-0.578147833922551,2.435816911182408
-0.5579444478342641,2.4479239450637356
-0.5386392926388774,2.4553041070140367
-0.5201558869448641,2.5052413039968733
-0.5024271199844326,2.575229386706108
