X,Y
-1.9003671286564703,3.2641472181743443
-1.599337132992489,3.171707169276389
-1.4232458739368077,2.9750896191903027
-1.2983071373285078,2.849893609483603
-1.2013971243204515,2.7622053335215764
-1.1222158782728267,2.728645151991529
-1.0552690886422134,2.711522740947578
-0.9972771416645266,2.6183668181959567
-0.9461246192171454,2.5154065418923035
-0.9003671286564703,2.4416748636730157
-0.8589744434982453,2.329856904610847
-0.8211858826088454,2.279069061994278
-0.7864237763496335,2.259206124817666
-0.7542390929782322,2.2334000286520848
-0.724275869600789,2.2684721726973507
-0.6962471460005455,2.259208108934737
-0.6699182072781964,2.2822876243223607
-0.6450946235531642,2.247656669650383
-0.6216135277036413,2.2516757819997966
-0.599337132992489,2.229520984327104
-0.578147833922551,2.222917606137034
-0.5579444478342641,2.205466534564598
-0.5386392926388774,2.1742870593342754
-0.5201558869448641,2.1791362564240653
-0.5024271199844326,2.191404194812077
