X,Y
-1.9003671286564703,3.598294283335835
-1.599337132992489,3.649979284425458
-1.4232458739368077,3.5850737396560115
-1.2983071373285078,3.336492144331936
-1.2013971243204515,3.071047128748138
-1.1222158782728267,3.0541120524478207
-1.0552690886422134,2.933875301237952
-0.9972771416645266,2.7030019423363214
-0.9461246192171454,2.625623960257095
-0.9003671286564703,2.513135029677754
-0.8589744434982453,2.470829276574097
-0.8211858826088454,2.4274763710348854
-0.7864237763496335,2.4071099251521497
-0.7542390929782322,2.3915153907605577
-0.724275869600789,2.3953838391890425
-0.6962471460005455,2.4462235927634137
-0.6699182072781964,2.4552594764268965
-0.6450946235531642,2.419202316293127
-0.6216135277036413,2.414470363327215
-0.599337132992489,2.4107178500244064
-0.578147833922551,2.483999294240607
-0.5579444478342641,2.4958191358739215
-0.5386392926388774,2.4541306148996167
-0.5201558869448641,2.4709086105449924
-0.5024271199844326,2.598510514106753
