X,Y
-1.9003671286564703,3.270469274337433
-1.599337132992489,3.309954188101234
-1.4232458739368077,3.224868993211633
-1.2983071373285078,3.0999662933460956
-1.2013971243204515,3.0113261440599466
-1.1222158782728267,2.8752285268364552
-1.0552690886422134,2.8524946868005907
-0.9972771416645266,2.785385633708941
-0.9461246192171454,2.6481973875210207
-0.9003671286564703,2.5682295927862477
-0.8589744434982453,2.466816991258882
-0.8211858826088454,2.41171306715718
-0.7864237763496335,2.398060031213968
-0.7542390929782322,2.3849940706418025
-0.724275869600789,2.3468535664079377
-0.6962471460005455,2.3029433384942917
-0.6699182072781964,2.2400249135393837
-0.6450946235531642,2.2309502630955644
-0.6216135277036413,2.225550037416116
-0.599337132992489,2.263404721203998
-0.578147833922551,2.336852183244606
-0.5579444478342641,2.332060418440569
-0.5386392926388774,2.3646199073057184
-0.5201558869448641,2.3697292098184084
-0.5024271199844326,2.466099198382797
