X,Y
-1.9003671286564703,3.259856496222249
-1.599337132992489,3.196395799764585
-1.4232458739368077,2.986538995045179
-1.2983071373285078,2.8912573830591595
-1.2013971243204515,2.848184599918167
-1.1222158782728267,2.8159455928256634
-1.0552690886422134,2.746283173620766
-0.9972771416645266,2.6654832630025274
