X,Y
-1.9003671286564703,3.5859079369136593
-1.599337132992489,3.6024778790442755
-1.4232458739368077,3.4817853761545257
-1.2983071373285078,3.2244431919604173
-1.2013971243204515,2.9956646264749
-1.1222158782728267,3.027531016542343
-1.0552690886422134,3.0080564659594313
-0.9972771416645266,2.9636611976870055
-0.9461246192171454,2.8863913247924846
-0.9003671286564703,2.7820092755912964
-0.8589744434982453,2.6548444179824955
-0.8211858826088454,2.51089745665126
-0.7864237763496335,2.497351958946258
-0.7542390929782322,2.505680212643415
-0.724275869600789,2.4466097574936154
-0.6962471460005455,2.4084923876116875
-0.6699182072781964,2.4310210585430285
-0.6450946235531642,2.4227550163965392
-0.6216135277036413,2.536146614749083
-0.599337132992489,2.59976504277264
-0.578147833922551,2.536409275595239
-0.5579444478342641,2.4344962518874977
-0.5386392926388774,2.382383198078402
-0.5201558869448641,2.354033433257796
-0.5024271199844326,2.340555211200675
