Rest_BP_DFA Rest_BP_DFA_VN Rest_BP_KSGHE Rest_BP_KSGHE_VN Rest_BP_RS Rest_BP_RS_VN     Rest_BP_Wavelet Rest_BP_Wavelet_VN Rest_BP_Welch_GT1Div Rest_BP_Welch_GT1Div_VN     Rest_DFA Rest_DFA_VN Rest_KSGHE Rest_KSGHE_VN Rest_RS Rest_RS_VN     Rest_Wavelet Rest_Wavelet_VN Rest_Welch_GT1Div Rest_Welch_GT1Div_VN     Movie_BP_DFA Movie_BP_DFA_VN Movie_BP_KSGHE Movie_BP_KSGHE_VN Movie_BP_RS Movie_BP_RS_VN     Movie_BP_Wavelet Movie_BP_Wavelet_VN Movie_BP_Welch_GT1Div Movie_BP_Welch_GT1Div_VN     Movie_DFA Movie_DFA_VN Movie_KSGHE Movie_KSGHE_VN Movie_RS Movie_RS_VN     Movie_Wavelet Movie_Wavelet_VN Movie_Welch_GT1Div Movie_Welch_GT1Div_VN
0.109113 0.117166 0.460539 0.450134 0.445425 0.446844 0.939761 0.918970 2.440400 2.385182 0.586109 0.601020 0.094559 0.088160 0.711183 0.751346 0.492769 0.488678 0.751524 0.703486 0.094763 0.105725 0.434011 0.430893 0.421575 0.433561 0.883784 0.884749 2.387407 2.360519 0.524781 0.518092 0.133754 0.126723 0.657567 0.658529 0.489958 0.497497 0.729996 0.695304  
